AP Name,Ethernet MAC,Location,Primary Controller,Secondary Controller,Tertiary Controller,,,,,NOTES::,,
dllstxatapn01v281a,6c:41:0e:17:03:5c,,,,,,,,,AS WLC LAB Aps Default names,,
AP78BC.1ADB.C744,78bc.1adb.c744,,,,,,,,,,,
AP5c5a.c7f0.7716,5c5a.c7f0.7716,,,,,,,,,,,
APA453.0EB4.B040,a453.0eb4.b040,,,,,,,,,,,
APA453.0EDD.8058,a453.0edd.8058,,,,,,,,,,,
APA453.0EDD.8F88,a453.0edd.8f88,,,,,,,,,,,
APDC8C.372A.2AAA,dc8c.372a.2aaa,,,,,,,,,,,
